msr,id,tp,twsp,ws,wy,dt,wd,qm.cfs,qc.cfs,qmx.cfs,qmn.cfs,q.cv,uqm.cfsm,uqc.cfsm,ptm.mm,ptmx.mm,ptmn.mm,pt.cv,lbn.,uq.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,utn.mg_l,tdn.mg_l,utkn.mg_l,tkn.mg_l,don.mg_l,ptn.mg_l,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mag.mg_l,sul.mg_l,chl.mg_l,doc.mg_l,tn.s.mg_mg,tc.s.mg_mg,tcn.,tn.mg_mgsed,tc.mg_mgsed,tn.mg_100mgsed,tc.mg_100mgsed,d13c.permil,d15n.permil,fch,ssn,log.uq,log.qmx,log.ptm,log.ptmx,log.sed.mg_l,log.slc.mg_l,log.alk.mg_l,log.don.mg_l,log.ptn.mg_l,log.nhn.mg_l,log.utn.mg_l,log.tdn.mg_l,log.doc.mg_l,oc.mg_l,n.mg_l,ws.f,logt,cdt,sdt
ms,10_1976_155B,F,148,10,1976,27893,226,0.07172727,1.578,0.182,0.032,55.84558,2.175727,1.777,NA,NA,NA,NA,155B,7.12,7.2,40.7,17.58,0.43,NA,0.09791444,0.06,NA,0.04,0.04,NA,NA,0.02,2.49,0.32,4.25,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/1976,Spring,1.962908,-1.703749,NA,NA,-0.8439701,NA,2.866762,-3.218876,NA,NA,0.09341242,0.05826891,NA,NA,NA,Logged,post-log,-0.7324941,-0.6807734
ms,10_1976_156B,F,149,10,1976,27915,248,0.03509091,0.772,0.067,0.02,27.47127,1.066955,0.873,NA,NA,NA,NA,156B,1.83,7.9,44.4,19.79,0.83,NA,0.09796791,0.05,NA,0.05,0.04,NA,NA,0.004,2.82,0.33,4.66,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/4/1976,Spring,0.604316,-2.703063,NA,NA,-0.1863296,NA,2.985177,-3.218876,NA,NA,0.09346112,0.04879016,NA,NA,NA,Logged,post-log,-0.4288919,-0.9033558
ms,10_1976_157B,P,150,10,1976,27935,268,0.02476191,0.52,0.029,0.02,16.2386,0.752381,0.59,NA,NA,NA,NA,157B,1.8,7.6,51.4,22.54,1.96,NA,0.09802139,0.05,NA,0.05,0.04,NA,NA,0.004,3.27,0.35,5.34,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/24/1976,Summer,0.5877867,-3.540459,NA,NA,0.6729445,NA,3.115292,-3.218876,NA,NA,0.09350982,0.04879016,NA,NA,NA,Logged,post-log,-0.09882014,-0.9951053
ms,10_1976_158B,G,151,10,1976,27956,289,0.0206,0.412,0.025,0.018,9.13209,0.6264,0.465,NA,NA,NA,NA,158B,1.29,7.6,54.9,24.67,0.16,NA,0.09807487,0.08,NA,0.08,0.04,NA,NA,0.001,3.66,0.41,5.83,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/15/1976,Summer,0.2546422,-3.688879,NA,NA,-1.832581,NA,3.205588,-3.218876,NA,NA,0.09355853,0.07696104,NA,NA,NA,Logged,post-log,0.2595118,-0.9657399
ms,10_1976_159B,G,152,10,1976,27978,311,0.01945455,0.428,0.021,0.018,7.933074,0.5922727,0.484,NA,NA,NA,NA,159B,0.98,7.6,60.5,25.96,0.14,NA,0.09812834,0.06,NA,0.06,0.04,NA,NA,0.002,3.78,0.37,6.1,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/6/1976,Summer,-0.02020271,-3.863233,NA,NA,-1.966113,NA,3.256557,-3.218876,NA,NA,0.09360722,0.05826891,NA,NA,NA,Logged,post-log,0.5981809,-0.8013611
ms,10_1976_160B,G,153,10,1976,27998,331,0.0184,0.368,0.027,0.011,20.05256,0.55755,0.412,NA,NA,NA,NA,160B,1.12,7.5,56.9,24.58,0.085,NA,0.09818182,0.07,NA,0.07,0.04,NA,NA,0.002,3.57,0.46,5.84,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/26/1976,Summer,0.1133287,-3.611918,NA,NA,-2.465104,NA,3.201933,-3.218876,NA,NA,0.09365592,0.06765865,NA,NA,NA,Logged,post-log,0.8335558,-0.5524353
ms,10_1976_161B,G,154,10,1976,28020,353,0.01113636,0.245,0.014,0.008,10.77859,0.3356818,0.272,NA,NA,NA,NA,161B,0.98,7.6,62.8,25.96,0.03,NA,0.09823529,0.05,NA,0.05,0.04,NA,NA,0.003,3.92,0.43,6.45,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/17/1976,Fall,-0.02020271,-4.268698,NA,NA,-3.506558,NA,3.256557,-3.218876,NA,NA,0.09370461,0.04879016,NA,NA,NA,Logged,post-log,0.9787401,-0.2051045
ms,10_1977_163B,F,155,10,1977,28040,7,0.0112,0.224,0.015,0.009,5.657564,0.3374,0.251,NA,NA,NA,NA,163B,0.74,7.6,70.9,28.08,0.17,NA,0.09828877,0.07,NA,0.07,0.04,NA,NA,0.002,4.02,0.42,6.58,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/7/1976,Fall,-0.3011051,-4.199705,NA,NA,-1.771957,NA,3.335058,-3.218876,NA,NA,0.0937533,0.06765865,NA,NA,NA,Logged,post-log,0.9927487,0.120208
ms,10_1977_164B,F,156,10,1977,28061,28,0.012,0.252,0.094,0.005,141.8211,0.3613333,0.285,NA,NA,NA,NA,164B,1.76,7.5,58.3,24.29,0.47,NA,0.09834225,0.09,NA,0.07,0.04,NA,NA,0.023,3.28,0.45,6.08,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/28/1976,Fall,0.5653138,-2.36446,NA,NA,-0.7550226,NA,3.190065,-3.218876,NA,NA,0.09380199,0.0861777,NA,NA,NA,Logged,post-log,0.8860706,0.4635503
ms,10_1977_165B,F,157,10,1977,28082,49,0.02971429,0.624,0.249,0.01,64.21048,0.8976667,0.702,NA,NA,NA,NA,165B,5.12,7.5,51.3,22,0.56,NA,0.09839572,0.1,NA,0.08,0.04,NA,NA,0.022,2.83,0.46,5.84,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/18/1976,Fall,1.633154,-1.390302,NA,NA,-0.5798185,NA,3.091042,-3.218876,NA,NA,0.09385068,0.09531018,NA,NA,NA,Logged,post-log,0.6648554,0.7469721
ms,10_1977_166B,F,158,10,1977,28102,69,0.0186,0.372,0.047,0.013,47.77448,0.5643,0.419,NA,NA,NA,NA,166B,2.09,7.4,46.3,20.75,0.21,NA,0.0984492,0.06,NA,0.05,0.04,NA,NA,0.011,2.75,0.37,5.08,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/8/1976,Fall,0.7371641,-3.057608,NA,NA,-1.560648,NA,3.032546,-3.218876,NA,NA,0.09389936,0.05826891,NA,NA,NA,Logged,post-log,0.3737197,0.9275417
ms,10_1977_167B,A,159,10,1977,28123,90,0.02576191,0.541,0.128,0.012,93.84219,0.7830952,0.614,NA,NA,NA,NA,167B,2.24,7.4,45.8,18.62,0.53,NA,0.09850267,0.1,NA,0.05,0.04,NA,NA,0.051,2.47,0.39,4.41,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/29/1976,Winter,0.8064759,-2.055725,NA,NA,-0.6348783,NA,2.924236,-3.218876,NA,NA,0.09394805,0.09531018,NA,NA,NA,Logged,post-log,0.0215161,0.9997685
ms,10_1977_168B,F,160,10,1977,28146,113,0.04391304,1.01,0.246,0.02,48.43043,1.330043,1.137,NA,NA,NA,NA,168B,4.68,7.3,41.9,18.62,1.14,NA,0.09855615,0.16,NA,0.08,0.04,NA,NA,0.079,2.33,0.39,4.26,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/21/1977,Winter,1.543298,-1.402424,NA,NA,0.1310283,NA,2.924236,-3.218876,NA,NA,0.09399673,0.14842,NA,NA,NA,Logged,post-log,-0.3657225,0.9307239
ms,10_1977_169B,F,161,10,1977,28165,132,0.01515789,0.288,0.023,0.012,21.17967,0.4578421,0.324,NA,NA,NA,NA,169B,1.37,7.2,46.9,20.33,0.38,NA,0.09860963,0.08,NA,0.05,0.04,NA,NA,0.03,2.62,0.4,4.74,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/9/1977,Winter,0.3148107,-3.772261,NA,NA,-0.967584,NA,3.012098,-3.218876,NA,NA,0.0940454,0.07696104,NA,NA,NA,Logged,post-log,-0.6453481,0.7638886
ms,10_1977_170B,P,162,10,1977,28187,154,0.1030455,2.267,0.8,0.008,140.2097,3.122727,2.555,NA,NA,NA,NA,170B,10.65,7.3,42.6,18.42,4.4,NA,0.0986631,0.15,NA,0.06,0.04,NA,NA,0.092,2.46,0.42,4.38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/3/1977,Winter,2.36556,-0.2231436,NA,NA,1.481605,NA,2.913437,-3.218876,NA,NA,0.09409408,0.1397619,NA,NA,NA,Logged,post-log,-0.882048,0.4711595
ms,10_1977_171B,F,163,10,1977,28208,175,0.1213333,2.548,0.759,0.042,66.18142,3.681667,2.875,NA,NA,NA,NA,171B,17.19,7.4,37.1,16.54,2.39,NA,0.09871658,0.12,NA,0.06,0.04,NA,NA,0.063,2.04,0.41,3.56,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/24/1977,Spring,2.844328,-0.2757535,NA,NA,0.8712934,NA,2.805782,-3.218876,NA,NA,0.09414275,0.1133287,NA,NA,NA,Logged,post-log,-0.9916773,0.1287482
ms,10_1977_172B,F,164,10,1977,28228,195,0.05995,1.199,0.119,0.028,49.91982,1.8172,1.351,NA,NA,NA,NA,172B,6.91,7.4,40.4,18.67,1.04,NA,0.09877005,0.08,NA,0.05,0.04,NA,NA,0.032,2.24,0.39,4.13,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/13/1977,Spring,1.93297,-2.128632,NA,NA,0.03922071,NA,2.926918,-3.218876,NA,NA,0.09419142,0.07696104,NA,NA,NA,Logged,post-log,-0.9769385,-0.2135209
ms,10_1977_173B,F,165,10,1977,28250,217,0.03622727,0.797,0.203,0.019,114.7523,1.097136,0.895,NA,NA,NA,NA,173B,3.29,7.4,49.1,22.08,1.68,NA,0.09882353,0.1,NA,0.07,0.04,NA,NA,0.031,2.01,0.16,4.56,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/5/1977,Spring,1.190888,-1.594549,NA,NA,0.5187938,NA,3.094672,-3.218876,NA,NA,0.09424009,0.09531018,NA,NA,NA,Logged,post-log,-0.8287701,-0.5595893
ms,10_1977_174B,F,166,10,1977,28270,237,0.0559,1.118,0.288,0.032,35.84447,1.6945,1.259,NA,NA,NA,NA,174B,6.28,7.7,45.3,22.29,1.37,NA,0.09887701,0.09,NA,0.06,0.04,NA,NA,0.034,2.11,0.27,4.53,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/25/1977,Spring,1.83737,-1.244795,NA,NA,0.3148107,NA,3.104138,-3.218876,NA,NA,0.09428875,0.0861777,NA,NA,NA,Logged,post-log,-0.5912614,-0.8064799
ms,10_1977_175B,F,167,10,1977,28291,258,0.03138095,0.659,0.071,0.017,33.98039,0.9521429,0.744,NA,NA,NA,NA,175B,3.77,7.3,48,22.79,1.13,NA,0.09893048,0.11,NA,0.08,0.04,NA,NA,0.025,2.26,0.26,5.21,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/15/1977,Summer,1.327075,-2.645075,NA,NA,0.1222176,NA,3.126322,-3.218876,NA,NA,0.09433742,0.10436,NA,NA,NA,Logged,post-log,-0.2678143,-0.9634705
ms,10_1977_176B,F,168,10,1977,28313,280,0.01404546,0.309,0.017,0.009,20.64578,0.4240909,0.346,NA,NA,NA,NA,176B,1.69,7.3,56,25.25,1.69,NA,0.09898396,0.06,NA,0.05,0.04,NA,NA,0.007,2.59,0.3,6.06,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/7/1977,Summer,0.5247285,-4.074542,NA,NA,0.5247285,NA,3.228826,-3.218876,NA,NA,0.09438608,0.05826891,NA,NA,NA,Logged,post-log,0.1073813,-0.9942179
ms,10_1977_177B,F,169,10,1977,28334,301,0.007809524,0.164,0.01,0.006,14.67457,0.2367143,0.185,NA,NA,NA,NA,177B,0.84,7.6,61.5,28.46,0.49,NA,0.09903743,0.1,NA,0.09,0.04,NA,NA,0.009,2.87,0.4,6.6,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/28/1977,Summer,-0.1743534,-4.60517,NA,NA,-0.7133499,NA,3.3485,-3.218876,NA,NA,0.09443474,0.09531018,NA,NA,NA,Logged,post-log,0.4520722,-0.8919813
ms,10_1977_178B,F,170,10,1977,28354,321,0.00475,0.095,0.011,0.002,15.21772,0.14175,0.106,NA,NA,NA,NA,178B,0.49,7.6,70.6,30.83,0.48,NA,0.09909091,0.08,NA,0.07,0.04,NA,NA,0.014,3.18,0.42,7.24,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/17/1977,Summer,-0.7133499,-4.50986,NA,NA,-0.7339692,NA,3.428488,-3.218876,NA,NA,0.09448339,0.07696104,NA,NA,NA,Logged,post-log,0.7266075,-0.6870528
ms,10_1977_179B,G,171,10,1977,28376,343,0.01145455,0.252,0.039,0.002,58.26996,0.3496818,0.287,NA,NA,NA,NA,179B,0.71,7.6,64.8,29.83,0.24,NA,0.09914439,0.08,NA,0.06,0.04,NA,NA,0.02,3.13,0.45,7.17,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/8/1977,Summer,-0.3424903,-3.244194,NA,NA,-1.427116,NA,3.395515,-3.218876,NA,NA,0.09453205,0.07696104,NA,NA,NA,Logged,post-log,0.9291414,-0.3697245
ms,10_1977_180B,F,172,10,1977,28398,365,0.01977273,0.435,0.128,0.007,109.8054,0.5997727,0.489,NA,NA,NA,NA,180B,2.02,7.6,63.8,27,3.72,NA,0.09919786,0.13,NA,0.08,0.04,NA,NA,0.054,2.9,0.33,6.81,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/1977,Fall,0.7030975,-2.055725,NA,NA,1.313724,NA,3.295837,-3.218876,NA,NA,0.0945807,0.1222176,NA,NA,NA,Logged,post-log,1,6.43E-16
ms,10_1978_313,F,173,10,1978,28418,20,0.0169,0.338,0.069,0.01,72.49384,0.50715,0.376,NA,NA,NA,NA,313,1.53,7.5,53.6,23.67,1.65,NA,0.09925134,0.13,NA,0.07,0.04,NA,NA,0.059,2.49,0.32,5.92,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/20/1977,Fall,0.4252677,-2.673649,NA,NA,0.5007753,NA,3.164208,-3.218876,NA,NA,0.09462935,0.1222176,NA,NA,NA,Logged,post-log,0.9413173,0.3375229
ms,10_1978_6,F,174,10,1978,28439,41,0.06228571,1.308,0.279,0.004,93.14106,1.89081,1.476,NA,NA,NA,NA,6,9.91,7.4,44.6,20.87,8.88,NA,0.09930481,0.17,NA,0.11,0.04,NA,NA,0.056,2.52,0.33,4.31,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/10/1977,Fall,2.293544,-1.276543,NA,NA,2.183802,NA,3.038313,-3.218876,NA,NA,0.09467799,0.1570037,NA,NA,NA,Logged,post-log,0.7611043,0.6486296
ms,10_1978_10,F,175,10,1978,28454,56,0.3746,5.619,2.531,0.024,121.2028,11.36187,6.338,NA,NA,NA,NA,10,22.27,7.3,34.4,15.21,71.88,NA,0.09935829,0.16,NA,0.08,0.04,NA,NA,0.076,1.89,0.32,2.96,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/25/1977,Fall,3.10324,0.9286145,NA,NA,4.274998,NA,2.721953,-3.218876,NA,NA,0.09472664,0.14842,NA,NA,NA,Logged,post-log,0.5702423,0.8214766
ms,10_1978_23,F,176,10,1978,28458,60,0.45575,1.823,1.125,0.213,44.83215,13.8215,2.056,NA,NA,NA,NA,23,13.14,7.2,29.5,12.42,237.99,NA,0.09941176,0.21,NA,0.1,0.04,NA,NA,0.111,1.72,0.3,2.47,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/29/1977,Fall,2.575661,0.117783,NA,NA,5.472229,NA,2.519308,-3.218876,NA,NA,0.09477528,0.1906204,NA,NA,NA,Logged,post-log,0.5123714,0.858764
ms,10_1978_29,F,177,10,1978,28473,75,0.5386667,8.08,2.592,0.174,96.9434,16.33807,9.114,NA,NA,NA,NA,29,35.02,7.1,30.7,14.21,70.6,NA,0.09946524,0.09,NA,0.07,0.04,NA,NA,0.023,1.82,0.33,2.79,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/1977,Fall,3.555919,0.9524298,NA,NA,4.25703,NA,2.653946,-3.218876,NA,NA,0.09482392,0.0861777,NA,NA,NA,Logged,post-log,0.276097,0.9611298
ms,10_1978_83,F,178,10,1978,28486,88,0.5997692,7.797,1.876,0.216,74.25958,18.19192,8.797,NA,NA,NA,NA,83,27.2,6.8,27.4,14.08,4.94,NA,0.09951872,0.08,NA,0.05,0.04,NA,NA,0.031,1.81,0.29,2.86,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/27/1977,Winter,3.303217,0.6291419,NA,NA,1.597365,NA,2.644755,-3.218876,NA,NA,0.09487255,0.07696104,NA,NA,NA,Logged,post-log,0.05591699,0.9984354
ms,10_1978_90,F,179,10,1978,28503,105,0.2431176,4.133,0.57,0.164,35.20679,7.370118,4.661,NA,NA,NA,NA,90,13.69,7.3,34.4,16,1.13,NA,0.09957219,0.1,NA,0.08,0.04,NA,NA,0.024,1.97,0.29,3.08,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/13/1978,Winter,2.616666,-0.5621189,NA,NA,0.1222176,NA,2.772589,-3.218876,NA,NA,0.09492119,0.09531018,NA,NA,NA,Logged,post-log,-0.2344914,0.9721182
ms,10_1978_59,F,180,10,1978,28522,124,0.2104737,3.999,0.845,0.112,52.13018,6.385684,4.511,NA,NA,NA,NA,59,13.14,7.3,36,16.21,2.27,NA,0.09962567,0.06,NA,0.04,0.04,NA,NA,0.018,2.08,0.27,3.23,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/1/1978,Winter,2.575661,-0.1684187,NA,NA,0.8197798,NA,2.785628,-3.218876,NA,NA,0.09496982,0.05826891,NA,NA,NA,Logged,post-log,-0.5343726,0.8452491
ms,10_1978_115,F,181,10,1978,28544,146,0.2019545,4.443,1.477,0.069,111.7611,6.124864,5.009,NA,NA,NA,NA,115,15.61,6.9,35.9,15.62,3.17,NA,0.09967914,0.07,NA,0.03,0.04,NA,NA,0.036,2.02,0.27,3.27,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2/23/1978,Winter,2.747912,0.390013,NA,NA,1.153732,NA,2.748552,-3.218876,NA,NA,0.09501845,0.06765865,NA,NA,NA,Logged,post-log,-0.809017,0.5877853
ms,10_1978_131,F,182,10,1978,28563,165,0.0641579,1.219,0.09,0.055,14.38386,1.946526,1.374,NA,NA,NA,NA,131,3.94,7.3,44.8,18.42,1.09,NA,0.09973262,0.08,NA,0.06,0.04,NA,NA,0.022,2.32,0.28,3.62,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/14/1978,Winter,1.371181,-2.407946,NA,NA,0.0861777,NA,2.913437,-3.218876,NA,NA,0.09506708,0.07696104,NA,NA,NA,Logged,post-log,-0.9549668,0.2967128
ms,10_1978_147,F,183,10,1978,28585,187,0.04581818,1.008,0.128,0.031,37.7806,1.391818,1.135,NA,NA,NA,NA,147,4.07,7.3,41,20.17,4.76,NA,0.0997861,0.14,NA,0.12,0.04,NA,NA,0.017,2.44,0.3,3.88,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/5/1978,Spring,1.403643,-2.055725,NA,NA,1.560248,NA,3.004196,-3.218876,NA,NA,0.0951157,0.1310283,NA,NA,NA,Logged,post-log,-0.9970012,-0.07738648
ms,10_1978_163,F,184,10,1978,28607,209,0.06959091,1.531,0.567,0.029,89.36753,2.112636,1.727,NA,NA,NA,NA,163,7.1,7.3,40.1,18.33,2.85,NA,0.09983957,0.09,NA,0.06,0.04,NA,NA,0.028,2.39,0.33,3.5,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4/27/1978,Spring,1.960095,-0.567396,NA,NA,1.047319,NA,2.908539,-3.218876,NA,NA,0.09516433,0.0861777,NA,NA,NA,Logged,post-log,-0.8977434,-0.4405188
ms,10_1978_178,F,185,10,1978,28628,230,0.06523809,1.37,0.268,0.029,63.67609,1.979571,1.546,NA,NA,NA,NA,178,6.54,7.4,41.9,19.08,2.21,NA,0.09989305,0.09,NA,0.06,0.04,NA,NA,0.03,2.34,0.29,3.76,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/18/1978,Spring,1.877937,-1.316768,NA,NA,0.7929925,NA,2.948641,-3.218876,NA,NA,0.09521295,0.0861777,NA,NA,NA,Logged,post-log,-0.6839194,-0.7295576
ms,10_1978_194,F,186,10,1978,28648,250,0.0286,0.572,0.047,0.021,49.70587,0.86675,0.644,NA,NA,NA,NA,194,2.66,7.4,48.2,21.21,2.2,NA,0.09994652,0.2,NA,0.18,0.04,NA,NA,0.023,2.79,0.17,4.81,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/7/1978,Spring,0.9783261,-3.057608,NA,NA,0.7884574,NA,3.054473,-3.218876,NA,NA,0.09526156,0.1823216,NA,NA,NA,Logged,post-log,-0.3975428,-0.9175836
ms,10_1978_210,F,187,10,1978,28669,271,0.02338095,0.491,0.035,0.019,18.98052,0.7109048,0.555,NA,NA,NA,NA,210,1.74,7.5,50.2,23.46,0.6,NA,0.1,0.08,0.09,0.07,0.04,0.02,NA,0.014,2.98,0.32,4.78,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6/28/1978,Summer,0.5538851,-3.352407,NA,NA,-0.5108256,NA,3.155297,-3.218876,-3.912023,NA,0.09531018,0.07696104,NA,NA,NA,Logged,post-log,-0.04732139,-0.9988797
ms,10_1978_223,F,188,10,1978,28691,293,0.01878261,0.432,0.032,0.014,19.73922,0.5695652,0.488,NA,NA,NA,NA,223,1.07,7.5,59.5,26.08,0.11,NA,0.06,0.06,0.05,0.05,0.04,NA,NA,0.011,3.29,0.31,5.26,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/20/1978,Summer,0.06765865,-3.442019,NA,NA,-2.207275,NA,3.261169,-3.218876,NA,NA,0.05826891,0.05826891,NA,NA,NA,Logged,post-log,0.3253421,-0.9455964
ms,10_1978_238,F,189,10,1978,28711,313,0.01157895,0.22,0.016,0.009,13.71998,0.3507368,0.249,NA,NA,NA,NA,238,0.59,7.5,62.7,26.79,0.74,NA,0.09,0.09,0.08,0.08,0.04,NA,NA,0.011,3.62,0.38,5.76,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/9/1978,Summer,-0.5276327,-4.135167,NA,NA,-0.3011051,NA,3.288029,-3.218876,NA,NA,0.0861777,0.0861777,NA,NA,NA,Logged,post-log,0.6254106,-0.7802959
ms,10_1978_251,F,190,10,1978,28733,335,0.01713636,0.377,0.047,0.009,56.07198,0.5212727,0.428,NA,NA,NA,NA,251,0.85,6.8,72.1,19.21,1.2,NA,0.07,0.07,0.06,0.06,0.04,NA,NA,0.009,3.58,0.42,5.74,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/31/1978,Summer,-0.1625189,-3.057608,NA,NA,0.1823216,NA,2.955431,-3.218876,NA,NA,0.06765865,0.06765865,NA,NA,NA,Logged,post-log,0.8695894,-0.4937756
ms,10_1978_267,F,191,10,1978,28754,356,0.02285714,0.48,0.071,0.013,120.6942,0.6937143,0.542,NA,NA,NA,NA,267,2.2,7.4,62.8,26.21,1.46,NA,0.17,0.16,0.14,0.13,0.04,0.01,NA,0.025,3.28,0.67,5.53,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/21/1978,Fall,0.7884574,-2.645075,NA,NA,0.3784364,NA,3.266141,-3.218876,-4.60517,NA,0.1570037,0.14842,NA,NA,NA,Logged,post-log,0.9880227,-0.1543088
ms,10_1979_  6B,F,192,10,1979,28775,12,0.01357143,0.285,0.016,0.012,17.20052,0.4106667,0.32,NA,NA,NA,NA,  6B,0.67,7.6,NA,25.87,0.47,NA,0.08,0.07,0.06,0.05,0.04,0.01,0.008,0.024,2.99,0.61,6.62,1.35,0.2,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/12/1978,Fall,-0.4004776,-4.135167,NA,NA,-0.7550226,NA,3.253084,-3.218876,-4.60517,-4.828314,0.07696104,0.06765865,NA,NA,NA,Logged,post-log,0.9787401,0.2051045
ms,10_1979_ 13B,F,193,10,1979,28796,33,0.01276191,0.268,0.019,0.011,29.24991,0.3893333,0.303,NA,NA,NA,NA, 13B,0.53,7.6,NA,28.08,4.7,NA,0.14,0.11,0.11,0.08,0.06,0.03,0.016,0.031,2.97,0.81,6.65,1.32,0.25,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/2/1978,Fall,-0.6348783,-3.963316,NA,NA,1.547563,NA,3.335058,-2.813411,-3.506558,-4.135167,0.1310283,0.10436,NA,NA,NA,Logged,post-log,0.8429415,0.5380052
ms,10_1979_ 20B,F,194,10,1979,28815,52,0.03084211,0.586,0.291,0.013,191.863,0.9314737,0.661,NA,NA,NA,NA, 20B,2.43,7.3,NA,20.62,7.16,NA,0.28,0.26,0.19,0.17,0.05,0.02,NA,0.088,2.45,0.56,5.75,1.09,0.35,2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/21/1978,Fall,0.8878913,-1.234432,NA,NA,1.96851,NA,3.026261,-2.995732,-3.912023,NA,0.2468601,0.2311117,NA,NA,NA,Logged,post-log,0.6254106,0.7802959
ms,10_1979_ 27B,F,195,10,1979,28838,75,0.1708837,7.348,2.05,0.024,111.0869,5.18386,8.288,NA,NA,NA,NA, 27B,26.02,7.2,NA,15.62,7.63,NA,0.22,0.17,0.14,0.09,0.04,0.05,0.052,0.082,1.7,0.5,3.97,0.72,0.23,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/1978,Fall,3.258865,0.7178398,NA,NA,2.032088,NA,2.748552,-3.218876,-2.995732,-2.956512,0.1988509,0.1570037,NA,NA,NA,Logged,post-log,0.276097,0.9611298
ms,10_1979_ 34B,F,196,10,1979,28859,96,0.1456667,3.059,1.356,0.042,79.72778,4.416524,3.45,NA,NA,NA,NA, 34B,8.12,7.6,NA,16.21,0.77,NA,0.1,0.09,0.06,0.05,0.02,0.01,0.028,0.044,1.66,0.47,3.66,0.7,0.23,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/4/1979,Winter,2.09433,0.3045392,NA,NA,-0.2613648,NA,2.785628,-3.912023,-4.60517,-3.575551,0.09531018,0.0861777,NA,NA,NA,Logged,post-log,-0.0816764,0.9966589
