"","site","elev","date","p_mm_day","elev_c"
"12181","CS2MET",260,1991-02-05,8.4,"Low"
"12182","CS2MET",260,1991-02-06,0,"Low"
"12183","CS2MET",260,1991-02-07,0,"Low"
"12184","CS2MET",260,1991-02-08,0,"Low"
"12185","CS2MET",260,1991-02-09,0,"Low"
"12186","CS2MET",260,1991-02-10,0,"Low"
"12187","CS2MET",260,1991-02-11,3.3,"Low"
"12188","CS2MET",260,1991-02-12,52.6,"Low"
"12189","CS2MET",260,1991-02-13,26.9,"Low"
"12190","CS2MET",260,1991-02-14,0,"Low"
"12191","CS2MET",260,1991-02-15,2.3,"Low"
"12192","CS2MET",260,1991-02-16,9.1,"Low"
"12193","CS2MET",260,1991-02-17,6.6,"Low"
"12194","CS2MET",260,1991-02-18,20.6,"Low"
"12195","CS2MET",260,1991-02-19,3,"Low"
"12196","CS2MET",260,1991-02-20,4.1,"Low"
"12197","CS2MET",260,1991-02-21,0,"Low"
"12198","CS2MET",260,1991-02-22,0,"Low"
"12199","CS2MET",260,1991-02-23,0,"Low"
"12200","CS2MET",260,1991-02-24,0,"Low"
"12201","CS2MET",260,1991-02-25,0,"Low"
"12202","CS2MET",260,1991-02-26,0,"Low"
"12203","CS2MET",260,1991-02-27,0,"Low"
"12204","CS2MET",260,1991-02-28,1,"Low"
"12205","CS2MET",260,1991-03-01,21.8,"Low"
"12206","CS2MET",260,1991-03-02,18.5,"Low"
"12207","CS2MET",260,1991-03-03,36.6,"Low"
"12208","CS2MET",260,1991-03-04,30.5,"Low"
"12209","CS2MET",260,1991-03-05,4.6,"Low"
"12210","CS2MET",260,1991-03-06,15.2,"Low"
"12211","CS2MET",260,1991-03-07,0,"Low"
"12212","CS2MET",260,1991-03-08,0,"Low"
"12213","CS2MET",260,1991-03-09,6.4,"Low"
"12214","CS2MET",260,1991-03-10,5.8,"Low"
"12215","CS2MET",260,1991-03-11,15,"Low"
"12216","CS2MET",260,1991-03-12,18.3,"Low"
"12217","CS2MET",260,1991-03-13,1.5,"Low"
"12218","CS2MET",260,1991-03-14,2.3,"Low"
"12219","CS2MET",260,1991-03-15,0,"Low"
"12220","CS2MET",260,1991-03-16,0,"Low"
"12221","CS2MET",260,1991-03-17,0,"Low"
"12222","CS2MET",260,1991-03-18,7.4,"Low"
"12223","CS2MET",260,1991-03-19,0,"Low"
"12224","CS2MET",260,1991-03-20,2.5,"Low"
"12225","CS2MET",260,1991-03-21,2.8,"Low"
"12226","CS2MET",260,1991-03-22,12.2,"Low"
"12227","CS2MET",260,1991-03-23,9.7,"Low"
"12228","CS2MET",260,1991-03-24,4.6,"Low"
"12229","CS2MET",260,1991-03-25,4.3,"Low"
"12230","CS2MET",260,1991-03-26,0,"Low"
"12231","CS2MET",260,1991-03-27,0,"Low"
"12232","CS2MET",260,1991-03-28,0,"Low"
"12233","CS2MET",260,1991-03-29,0,"Low"
"12234","CS2MET",260,1991-03-30,0,"Low"
"12235","CS2MET",260,1991-03-31,7.1,"Low"
"12236","CS2MET",260,1991-04-01,4.3,"Low"
"12237","CS2MET",260,1991-04-02,6.9,"Low"
"12238","CS2MET",260,1991-04-03,6.4,"Low"
"12239","CS2MET",260,1991-04-04,1.5,"Low"
"12240","CS2MET",260,1991-04-05,29,"Low"
"12241","CS2MET",260,1991-04-06,21.1,"Low"
"12242","CS2MET",260,1991-04-07,8.1,"Low"
"12243","CS2MET",260,1991-04-08,37.1,"Low"
"12244","CS2MET",260,1991-04-09,15,"Low"
"12245","CS2MET",260,1991-04-10,12.4,"Low"
"12246","CS2MET",260,1991-04-11,0,"Low"
"12247","CS2MET",260,1991-04-12,0,"Low"
"12248","CS2MET",260,1991-04-13,0,"Low"
"12249","CS2MET",260,1991-04-14,11.4,"Low"
"12250","CS2MET",260,1991-04-15,3.6,"Low"
"12251","CS2MET",260,1991-04-16,2.3,"Low"
"12252","CS2MET",260,1991-04-17,0,"Low"
"12253","CS2MET",260,1991-04-18,2.5,"Low"
"12254","CS2MET",260,1991-04-19,0,"Low"
"12255","CS2MET",260,1991-04-20,19.3,"Low"
"12256","CS2MET",260,1991-04-21,0,"Low"
"12257","CS2MET",260,1991-04-22,0,"Low"
"12258","CS2MET",260,1991-04-23,6.6,"Low"
"12259","CS2MET",260,1991-04-24,23.1,"Low"
"12260","CS2MET",260,1991-04-25,5.6,"Low"
"12261","CS2MET",260,1991-04-26,16.5,"Low"
"12262","CS2MET",260,1991-04-27,2.3,"Low"
"12263","CS2MET",260,1991-04-28,1.5,"Low"
"12264","CS2MET",260,1991-04-29,0,"Low"
"12265","CS2MET",260,1991-04-30,0,"Low"
"12266","CS2MET",260,1991-05-01,0,"Low"
"12267","CS2MET",260,1991-05-02,1.3,"Low"
"12268","CS2MET",260,1991-05-03,0,"Low"
"12269","CS2MET",260,1991-05-04,0,"Low"
"12270","CS2MET",260,1991-05-05,0,"Low"
"12271","CS2MET",260,1991-05-06,7.9,"Low"
"12272","CS2MET",260,1991-05-07,44.2,"Low"
"12273","CS2MET",260,1991-05-08,19.3,"Low"
"12274","CS2MET",260,1991-05-09,3.8,"Low"
"12275","CS2MET",260,1991-05-10,0,"Low"
"12276","CS2MET",260,1991-05-11,0,"Low"
"12277","CS2MET",260,1991-05-12,0.5,"Low"
"12278","CS2MET",260,1991-05-13,6.6,"Low"
"12279","CS2MET",260,1991-05-14,0.3,"Low"
"12280","CS2MET",260,1991-05-15,1.8,"Low"
"12281","CS2MET",260,1991-05-16,40.1,"Low"
"12282","CS2MET",260,1991-05-17,21.1,"Low"
"12283","CS2MET",260,1991-05-18,7.1,"Low"
"12284","CS2MET",260,1991-05-19,1.5,"Low"
"12285","CS2MET",260,1991-05-20,0.3,"Low"
"12286","CS2MET",260,1991-05-21,0,"Low"
"12287","CS2MET",260,1991-05-22,0,"Low"
"12288","CS2MET",260,1991-05-23,0,"Low"
"12289","CS2MET",260,1991-05-24,0,"Low"
"12290","CS2MET",260,1991-05-25,0,"Low"
"12291","CS2MET",260,1991-05-26,0,"Low"
"12292","CS2MET",260,1991-05-27,0,"Low"
"12293","CS2MET",260,1991-05-28,2,"Low"
"12294","CS2MET",260,1991-05-29,20.8,"Low"
"12295","CS2MET",260,1991-05-30,5.8,"Low"
"12296","CS2MET",260,1991-05-31,0,"Low"
"12297","CS2MET",260,1991-06-01,0,"Low"
"12298","CS2MET",260,1991-06-02,0,"Low"
"12299","CS2MET",260,1991-06-03,0,"Low"
"12300","CS2MET",260,1991-06-04,0,"Low"
"12301","CS2MET",260,1991-06-05,0,"Low"
"12302","CS2MET",260,1991-06-06,0,"Low"
"12303","CS2MET",260,1991-06-07,0,"Low"
"12304","CS2MET",260,1991-06-08,0,"Low"
"12305","CS2MET",260,1991-06-09,0,"Low"
"12306","CS2MET",260,1991-06-10,0,"Low"
"12307","CS2MET",260,1991-06-11,0,"Low"
"12308","CS2MET",260,1991-06-12,0.5,"Low"
"12309","CS2MET",260,1991-06-13,2.3,"Low"
"12310","CS2MET",260,1991-06-14,0,"Low"
"12311","CS2MET",260,1991-06-15,0,"Low"
"12312","CS2MET",260,1991-06-16,5.8,"Low"
"12313","CS2MET",260,1991-06-17,0,"Low"
"12314","CS2MET",260,1991-06-18,0.5,"Low"
"12315","CS2MET",260,1991-06-19,11.9,"Low"
"12316","CS2MET",260,1991-06-20,6.9,"Low"
"12317","CS2MET",260,1991-06-21,0,"Low"
"12318","CS2MET",260,1991-06-22,0,"Low"
"12319","CS2MET",260,1991-06-23,0,"Low"
"12320","CS2MET",260,1991-06-24,0,"Low"
"12321","CS2MET",260,1991-06-25,0,"Low"
"12322","CS2MET",260,1991-06-26,0,"Low"
"12323","CS2MET",260,1991-06-27,12.7,"Low"
"12324","CS2MET",260,1991-06-28,9.9,"Low"
"12325","CS2MET",260,1991-06-29,0,"Low"
"12326","CS2MET",260,1991-06-30,0,"Low"
"12327","CS2MET",260,1991-07-01,0,"Low"
"12328","CS2MET",260,1991-07-02,0,"Low"
"12329","CS2MET",260,1991-07-03,0,"Low"
"12330","CS2MET",260,1991-07-04,0,"Low"
"12331","CS2MET",260,1991-07-05,0,"Low"
"12332","CS2MET",260,1991-07-06,0,"Low"
"12333","CS2MET",260,1991-07-07,0,"Low"
"12334","CS2MET",260,1991-07-08,0,"Low"
"12335","CS2MET",260,1991-07-09,0,"Low"
"12336","CS2MET",260,1991-07-10,0,"Low"
"12337","CS2MET",260,1991-07-11,0,"Low"
"12338","CS2MET",260,1991-07-12,0,"Low"
"12339","CS2MET",260,1991-07-13,0,"Low"
"12340","CS2MET",260,1991-07-14,0,"Low"
"12341","CS2MET",260,1991-07-15,1.8,"Low"
"12342","CS2MET",260,1991-07-16,7.6,"Low"
"12343","CS2MET",260,1991-07-17,2.8,"Low"
"12344","CS2MET",260,1991-07-18,0,"Low"
"12345","CS2MET",260,1991-07-19,0,"Low"
"12346","CS2MET",260,1991-07-20,0,"Low"
"12347","CS2MET",260,1991-07-21,0,"Low"
"12348","CS2MET",260,1991-07-22,0,"Low"
"12349","CS2MET",260,1991-07-23,20.6,"Low"
"12350","CS2MET",260,1991-07-24,0,"Low"
"12351","CS2MET",260,1991-07-25,0,"Low"
"12352","CS2MET",260,1991-07-26,0,"Low"
"12353","CS2MET",260,1991-07-27,0,"Low"
"12354","CS2MET",260,1991-07-28,0,"Low"
"12355","CS2MET",260,1991-07-29,0,"Low"
"12356","CS2MET",260,1991-07-30,0,"Low"
"12357","CS2MET",260,1991-07-31,0,"Low"
"12358","CS2MET",260,1991-08-01,0,"Low"
"12359","CS2MET",260,1991-08-02,0,"Low"
"12360","CS2MET",260,1991-08-03,0,"Low"
"12361","CS2MET",260,1991-08-04,0,"Low"
"12362","CS2MET",260,1991-08-05,0,"Low"
"12363","CS2MET",260,1991-08-06,0,"Low"
"12364","CS2MET",260,1991-08-07,0,"Low"
"12365","CS2MET",260,1991-08-08,0,"Low"
"12366","CS2MET",260,1991-08-09,12.2,"Low"
"12367","CS2MET",260,1991-08-10,0,"Low"
"12368","CS2MET",260,1991-08-11,0,"Low"
"12369","CS2MET",260,1991-08-12,0,"Low"
"12370","CS2MET",260,1991-08-13,0,"Low"
"12371","CS2MET",260,1991-08-14,0,"Low"
"12372","CS2MET",260,1991-08-15,0,"Low"
"12373","CS2MET",260,1991-08-16,0,"Low"
"12374","CS2MET",260,1991-08-17,0,"Low"
"12375","CS2MET",260,1991-08-18,0,"Low"
"12376","CS2MET",260,1991-08-19,0,"Low"
"12377","CS2MET",260,1991-08-20,0,"Low"
"12378","CS2MET",260,1991-08-21,0,"Low"
"12379","CS2MET",260,1991-08-22,0,"Low"
"12380","CS2MET",260,1991-08-23,0,"Low"
"12381","CS2MET",260,1991-08-24,0,"Low"
"12382","CS2MET",260,1991-08-25,0,"Low"
"12383","CS2MET",260,1991-08-26,0,"Low"
"12384","CS2MET",260,1991-08-27,8.4,"Low"
"12385","CS2MET",260,1991-08-28,8.9,"Low"
"12386","CS2MET",260,1991-08-29,0,"Low"
"12387","CS2MET",260,1991-08-30,0,"Low"
"12388","CS2MET",260,1991-08-31,0,"Low"
"12389","CS2MET",260,1991-09-01,0,"Low"
"12390","CS2MET",260,1991-09-02,0,"Low"
"12391","CS2MET",260,1991-09-03,0,"Low"
"12392","CS2MET",260,1991-09-04,0,"Low"
"12393","CS2MET",260,1991-09-05,0,"Low"
"12394","CS2MET",260,1991-09-06,0,"Low"
"12395","CS2MET",260,1991-09-07,0,"Low"
"12396","CS2MET",260,1991-09-08,0,"Low"
"12397","CS2MET",260,1991-09-09,0,"Low"
"12398","CS2MET",260,1991-09-10,0,"Low"
"12399","CS2MET",260,1991-09-11,0,"Low"
"12400","CS2MET",260,1991-09-12,0,"Low"
"12401","CS2MET",260,1991-09-13,0,"Low"
"12402","CS2MET",260,1991-09-14,0,"Low"
"12403","CS2MET",260,1991-09-15,0,"Low"
"12404","CS2MET",260,1991-09-16,0,"Low"
"12405","CS2MET",260,1991-09-17,0,"Low"
"12406","CS2MET",260,1991-09-18,0,"Low"
"12407","CS2MET",260,1991-09-19,0,"Low"
"12408","CS2MET",260,1991-09-20,0,"Low"
"12409","CS2MET",260,1991-09-21,0,"Low"
"12410","CS2MET",260,1991-09-22,0,"Low"
"12411","CS2MET",260,1991-09-23,0,"Low"
"12412","CS2MET",260,1991-09-24,0,"Low"
"12413","CS2MET",260,1991-09-25,0,"Low"
"12414","CS2MET",260,1991-09-26,0,"Low"
"12415","CS2MET",260,1991-09-27,0,"Low"
"12416","CS2MET",260,1991-09-28,0,"Low"
"12417","CS2MET",260,1991-09-29,0,"Low"
"12418","CS2MET",260,1991-09-30,0,"Low"
"12419","CS2MET",260,1991-10-01,0,"Low"
"12420","CS2MET",260,1991-10-02,0,"Low"
"12421","CS2MET",260,1991-10-03,0,"Low"
"12422","CS2MET",260,1991-10-04,0,"Low"
"12423","CS2MET",260,1991-10-05,0,"Low"
"12424","CS2MET",260,1991-10-06,0,"Low"
"12425","CS2MET",260,1991-10-07,0,"Low"
"12426","CS2MET",260,1991-10-08,0,"Low"
"12427","CS2MET",260,1991-10-09,0,"Low"
"12428","CS2MET",260,1991-10-10,0,"Low"
"12429","CS2MET",260,1991-10-11,0,"Low"
"12430","CS2MET",260,1991-10-12,0,"Low"
"12431","CS2MET",260,1991-10-13,0,"Low"
"12432","CS2MET",260,1991-10-14,0,"Low"
"12433","CS2MET",260,1991-10-15,0,"Low"
"12434","CS2MET",260,1991-10-16,1.8,"Low"
"12435","CS2MET",260,1991-10-17,0,"Low"
"12436","CS2MET",260,1991-10-18,0,"Low"
"12437","CS2MET",260,1991-10-19,0,"Low"
"12438","CS2MET",260,1991-10-20,0,"Low"
"12439","CS2MET",260,1991-10-21,1.3,"Low"
"12440","CS2MET",260,1991-10-22,26.9,"Low"
"12441","CS2MET",260,1991-10-23,11.7,"Low"
"12442","CS2MET",260,1991-10-24,28.4,"Low"
"12443","CS2MET",260,1991-10-25,49.8,"Low"
"12444","CS2MET",260,1991-10-26,18,"Low"
"12445","CS2MET",260,1991-10-27,4.3,"Low"
"12446","CS2MET",260,1991-10-28,16,"Low"
"12447","CS2MET",260,1991-10-29,1.8,"Low"
"12448","CS2MET",260,1991-10-30,0,"Low"
"12449","CS2MET",260,1991-10-31,0,"Low"
"12450","CS2MET",260,1991-11-01,0,"Low"
"12451","CS2MET",260,1991-11-02,0,"Low"
"12452","CS2MET",260,1991-11-03,0,"Low"
"12453","CS2MET",260,1991-11-04,13,"Low"
"12454","CS2MET",260,1991-11-05,48,"Low"
"12455","CS2MET",260,1991-11-06,10.7,"Low"
"12456","CS2MET",260,1991-11-07,1,"Low"
"12457","CS2MET",260,1991-11-08,1,"Low"
"12458","CS2MET",260,1991-11-09,0,"Low"
"12459","CS2MET",260,1991-11-10,0,"Low"
"12460","CS2MET",260,1991-11-11,11.9,"Low"
"12461","CS2MET",260,1991-11-12,38.1,"Low"
"12462","CS2MET",260,1991-11-13,22.9,"Low"
"12463","CS2MET",260,1991-11-14,1.3,"Low"
"12464","CS2MET",260,1991-11-15,0,"Low"
"12465","CS2MET",260,1991-11-16,17.3,"Low"
"12466","CS2MET",260,1991-11-17,31.5,"Low"
"12467","CS2MET",260,1991-11-18,25.1,"Low"
"12468","CS2MET",260,1991-11-19,26.7,"Low"
"12469","CS2MET",260,1991-11-20,24.6,"Low"
"12470","CS2MET",260,1991-11-21,10.4,"Low"
"12471","CS2MET",260,1991-11-22,0,"Low"
"12472","CS2MET",260,1991-11-23,2.5,"Low"
"12473","CS2MET",260,1991-11-24,41.9,"Low"
"12474","CS2MET",260,1991-11-25,41.9,"Low"
"12475","CS2MET",260,1991-11-26,67.8,"Low"
"12476","CS2MET",260,1991-11-27,5.3,"Low"
"12477","CS2MET",260,1991-11-28,7.9,"Low"
"12478","CS2MET",260,1991-11-29,2.5,"Low"
"12479","CS2MET",260,1991-11-30,0,"Low"
"12480","CS2MET",260,1991-12-01,14.5,"Low"
"12481","CS2MET",260,1991-12-02,0,"Low"
"12482","CS2MET",260,1991-12-03,0,"Low"
"12483","CS2MET",260,1991-12-04,5.1,"Low"
"12484","CS2MET",260,1991-12-05,43.4,"Low"
"12485","CS2MET",260,1991-12-06,70.4,"Low"
"12486","CS2MET",260,1991-12-07,10.4,"Low"
"12487","CS2MET",260,1991-12-08,0,"Low"
"12488","CS2MET",260,1991-12-09,1.5,"Low"
"12489","CS2MET",260,1991-12-10,0,"Low"
"12490","CS2MET",260,1991-12-11,7.9,"Low"
"12491","CS2MET",260,1991-12-12,26.9,"Low"
"12492","CS2MET",260,1991-12-13,0,"Low"
"12493","CS2MET",260,1991-12-14,0,"Low"
"12494","CS2MET",260,1991-12-15,0,"Low"
"12495","CS2MET",260,1991-12-16,0,"Low"
"12496","CS2MET",260,1991-12-17,0,"Low"
"12497","CS2MET",260,1991-12-18,32.3,"Low"
"12498","CS2MET",260,1991-12-19,0.8,"Low"
"12499","CS2MET",260,1991-12-20,0,"Low"
"12500","CS2MET",260,1991-12-21,6.6,"Low"
"12501","CS2MET",260,1991-12-22,0,"Low"
"12502","CS2MET",260,1991-12-23,0,"Low"
"12503","CS2MET",260,1991-12-24,0,"Low"
"12504","CS2MET",260,1991-12-25,0,"Low"
"12505","CS2MET",260,1991-12-26,0,"Low"
"12506","CS2MET",260,1991-12-27,0,"Low"
"12507","CS2MET",260,1991-12-28,4.3,"Low"
"12508","CS2MET",260,1991-12-29,2.3,"Low"
"12509","CS2MET",260,1991-12-30,0,"Low"
"12510","CS2MET",260,1991-12-31,0,"Low"
"12511","CS2MET",260,1992-01-01,1.3,"Low"
"12512","CS2MET",260,1992-01-02,27.2,"Low"
"12513","CS2MET",260,1992-01-03,5.6,"Low"
"12514","CS2MET",260,1992-01-04,11.7,"Low"
"12515","CS2MET",260,1992-01-05,3.8,"Low"
"12516","CS2MET",260,1992-01-06,0.8,"Low"
"12517","CS2MET",260,1992-01-07,0,"Low"
"12518","CS2MET",260,1992-01-08,0,"Low"
"12519","CS2MET",260,1992-01-09,0,"Low"
"12520","CS2MET",260,1992-01-10,29.7,"Low"
"12521","CS2MET",260,1992-01-11,7.1,"Low"
"12522","CS2MET",260,1992-01-12,0,"Low"
"12523","CS2MET",260,1992-01-13,0.5,"Low"
"12524","CS2MET",260,1992-01-14,0,"Low"
"12525","CS2MET",260,1992-01-15,0,"Low"
"12526","CS2MET",260,1992-01-16,8.4,"Low"
"12527","CS2MET",260,1992-01-17,0,"Low"
"12528","CS2MET",260,1992-01-18,0,"Low"
"12529","CS2MET",260,1992-01-19,0,"Low"
"12530","CS2MET",260,1992-01-20,0,"Low"
"12531","CS2MET",260,1992-01-21,3.3,"Low"
"12532","CS2MET",260,1992-01-22,0,"Low"
"12533","CS2MET",260,1992-01-23,0,"Low"
"12534","CS2MET",260,1992-01-24,2.8,"Low"
"12535","CS2MET",260,1992-01-25,17.3,"Low"
"12536","CS2MET",260,1992-01-26,1,"Low"
"12537","CS2MET",260,1992-01-27,23.6,"Low"
"12538","CS2MET",260,1992-01-28,9.7,"Low"
"12539","CS2MET",260,1992-01-29,1.3,"Low"
"12540","CS2MET",260,1992-01-30,0,"Low"
"12541","CS2MET",260,1992-01-31,7.9,"Low"
"12542","CS2MET",260,1992-02-01,7.1,"Low"
"12543","CS2MET",260,1992-02-02,0,"Low"
"12544","CS2MET",260,1992-02-03,0,"Low"
"12545","CS2MET",260,1992-02-04,0,"Low"
"12546","CS2MET",260,1992-02-05,0,"Low"
"12547","CS2MET",260,1992-02-06,0,"Low"
"12548","CS2MET",260,1992-02-07,0,"Low"
"12549","CS2MET",260,1992-02-08,1,"Low"
"12550","CS2MET",260,1992-02-09,0,"Low"
"12551","CS2MET",260,1992-02-10,0,"Low"
"12552","CS2MET",260,1992-02-11,0.8,"Low"
"12553","CS2MET",260,1992-02-12,0,"Low"
"12554","CS2MET",260,1992-02-13,17.8,"Low"
"12555","CS2MET",260,1992-02-14,5.1,"Low"
"12556","CS2MET",260,1992-02-15,0,"Low"
"12557","CS2MET",260,1992-02-16,11.7,"Low"
"12558","CS2MET",260,1992-02-17,9.7,"Low"
"12559","CS2MET",260,1992-02-18,21.6,"Low"
"12560","CS2MET",260,1992-02-19,45.5,"Low"
"12561","CS2MET",260,1992-02-20,21.8,"Low"
"12562","CS2MET",260,1992-02-21,30.7,"Low"
"12563","CS2MET",260,1992-02-22,31.2,"Low"
"12564","CS2MET",260,1992-02-23,0,"Low"
"12565","CS2MET",260,1992-02-24,0,"Low"
"12566","CS2MET",260,1992-02-25,0,"Low"
"12567","CS2MET",260,1992-02-26,0,"Low"
"12568","CS2MET",260,1992-02-27,0,"Low"
"12569","CS2MET",260,1992-02-28,0,"Low"
"12570","CS2MET",260,1992-02-29,0,"Low"
"12571","CS2MET",260,1992-03-01,0,"Low"
"12572","CS2MET",260,1992-03-02,0,"Low"
"12573","CS2MET",260,1992-03-03,0,"Low"
"12574","CS2MET",260,1992-03-04,5.6,"Low"
"12575","CS2MET",260,1992-03-05,5.1,"Low"
"12576","CS2MET",260,1992-03-06,0,"Low"
"12577","CS2MET",260,1992-03-07,0,"Low"
"12578","CS2MET",260,1992-03-08,0,"Low"
"12579","CS2MET",260,1992-03-09,0,"Low"
"12580","CS2MET",260,1992-03-10,0,"Low"
"12581","CS2MET",260,1992-03-11,0,"Low"
"12582","CS2MET",260,1992-03-12,0,"Low"
"12583","CS2MET",260,1992-03-13,0,"Low"
"12584","CS2MET",260,1992-03-14,2.8,"Low"
"12585","CS2MET",260,1992-03-15,8.6,"Low"
"12586","CS2MET",260,1992-03-16,6.1,"Low"
"12587","CS2MET",260,1992-03-17,8.4,"Low"
"12588","CS2MET",260,1992-03-18,0,"Low"
"12589","CS2MET",260,1992-03-19,0,"Low"
"12590","CS2MET",260,1992-03-20,0,"Low"
"12591","CS2MET",260,1992-03-21,0,"Low"
"12592","CS2MET",260,1992-03-22,0,"Low"
"12593","CS2MET",260,1992-03-23,0,"Low"
"12594","CS2MET",260,1992-03-24,0,"Low"
"12595","CS2MET",260,1992-03-25,0,"Low"
"12596","CS2MET",260,1992-03-26,0,"Low"
"12597","CS2MET",260,1992-03-27,0,"Low"
"12598","CS2MET",260,1992-03-28,0,"Low"
"12599","CS2MET",260,1992-03-29,2.5,"Low"
"12600","CS2MET",260,1992-03-30,0,"Low"
"12601","CS2MET",260,1992-03-31,0,"Low"
"12602","CS2MET",260,1992-04-01,0,"Low"
"12603","CS2MET",260,1992-04-02,0,"Low"
"12604","CS2MET",260,1992-04-03,2.3,"Low"
"12605","CS2MET",260,1992-04-04,16.3,"Low"
"12606","CS2MET",260,1992-04-05,20.6,"Low"
"12607","CS2MET",260,1992-04-06,4.8,"Low"
"12608","CS2MET",260,1992-04-07,0,"Low"
"12609","CS2MET",260,1992-04-08,23.1,"Low"
"12610","CS2MET",260,1992-04-09,86.1,"Low"
"12611","CS2MET",260,1992-04-10,17.5,"Low"
"12612","CS2MET",260,1992-04-11,6.6,"Low"
"12613","CS2MET",260,1992-04-12,10.7,"Low"
"12614","CS2MET",260,1992-04-13,6.9,"Low"
"12615","CS2MET",260,1992-04-14,0,"Low"
"12616","CS2MET",260,1992-04-15,0,"Low"
"12617","CS2MET",260,1992-04-16,28.7,"Low"
"12618","CS2MET",260,1992-04-17,33.5,"Low"
"12619","CS2MET",260,1992-04-18,1.8,"Low"
"12620","CS2MET",260,1992-04-19,0,"Low"
"12621","CS2MET",260,1992-04-20,0,"Low"
"12622","CS2MET",260,1992-04-21,4.8,"Low"
"12623","CS2MET",260,1992-04-22,1.8,"Low"
"12624","CS2MET",260,1992-04-23,0,"Low"
"12625","CS2MET",260,1992-04-24,0,"Low"
"12626","CS2MET",260,1992-04-25,0,"Low"
"12627","CS2MET",260,1992-04-26,0,"Low"
"12628","CS2MET",260,1992-04-27,1,"Low"
"12629","CS2MET",260,1992-04-28,0,"Low"
"12630","CS2MET",260,1992-04-29,21.1,"Low"
"12631","CS2MET",260,1992-04-30,9.1,"Low"
"12632","CS2MET",260,1992-05-01,0,"Low"
"12633","CS2MET",260,1992-05-02,0,"Low"
"12634","CS2MET",260,1992-05-03,0,"Low"
"12635","CS2MET",260,1992-05-04,0,"Low"
"12636","CS2MET",260,1992-05-05,0,"Low"
"12637","CS2MET",260,1992-05-06,0,"Low"
"12638","CS2MET",260,1992-05-07,0,"Low"
"12639","CS2MET",260,1992-05-08,0,"Low"
"12640","CS2MET",260,1992-05-09,0,"Low"
"12641","CS2MET",260,1992-05-10,2.3,"Low"
"12642","CS2MET",260,1992-05-11,0,"Low"
"12643","CS2MET",260,1992-05-12,0,"Low"
"12644","CS2MET",260,1992-05-13,0,"Low"
"12645","CS2MET",260,1992-05-14,0,"Low"
"12646","CS2MET",260,1992-05-15,0,"Low"
"12647","CS2MET",260,1992-05-16,0,"Low"
"12648","CS2MET",260,1992-05-17,0,"Low"
"12649","CS2MET",260,1992-05-18,4.1,"Low"
"12650","CS2MET",260,1992-05-19,12.7,"Low"
"12651","CS2MET",260,1992-05-20,0,"Low"
"12652","CS2MET",260,1992-05-21,0,"Low"
"12653","CS2MET",260,1992-05-22,0,"Low"
"12654","CS2MET",260,1992-05-23,0,"Low"
"12655","CS2MET",260,1992-05-24,0,"Low"
"12656","CS2MET",260,1992-05-25,0,"Low"
"12657","CS2MET",260,1992-05-26,0,"Low"
"12658","CS2MET",260,1992-05-27,0,"Low"
"12659","CS2MET",260,1992-05-28,0,"Low"
"12660","CS2MET",260,1992-05-29,0,"Low"
"12661","CS2MET",260,1992-05-30,0,"Low"
"12662","CS2MET",260,1992-05-31,0,"Low"
"12663","CS2MET",260,1992-06-01,0,"Low"
"12664","CS2MET",260,1992-06-02,0,"Low"
"12665","CS2MET",260,1992-06-03,0,"Low"
"12666","CS2MET",260,1992-06-04,0,"Low"
"12667","CS2MET",260,1992-06-05,0,"Low"
"12668","CS2MET",260,1992-06-06,0,"Low"
"12669","CS2MET",260,1992-06-07,0,"Low"
"12670","CS2MET",260,1992-06-08,0,"Low"
"12671","CS2MET",260,1992-06-09,0,"Low"
"12672","CS2MET",260,1992-06-10,0,"Low"
"12673","CS2MET",260,1992-06-11,0,"Low"
"12674","CS2MET",260,1992-06-12,12.7,"Low"
"12675","CS2MET",260,1992-06-13,7.9,"Low"
"12676","CS2MET",260,1992-06-14,3,"Low"
"12677","CS2MET",260,1992-06-15,3,"Low"
"12678","CS2MET",260,1992-06-16,1.3,"Low"
"12679","CS2MET",260,1992-06-17,0,"Low"
"12680","CS2MET",260,1992-06-18,0,"Low"
"12681","CS2MET",260,1992-06-19,0,"Low"
"12682","CS2MET",260,1992-06-20,0,"Low"
"12683","CS2MET",260,1992-06-21,0,"Low"
"12684","CS2MET",260,1992-06-22,0,"Low"
"12685","CS2MET",260,1992-06-23,0,"Low"
"12686","CS2MET",260,1992-06-24,0,"Low"
"12687","CS2MET",260,1992-06-25,0,"Low"
"12688","CS2MET",260,1992-06-26,0,"Low"
"12689","CS2MET",260,1992-06-27,0,"Low"
"12690","CS2MET",260,1992-06-28,7.1,"Low"
"12691","CS2MET",260,1992-06-29,5.1,"Low"
"12692","CS2MET",260,1992-06-30,9.7,"Low"
"12693","CS2MET",260,1992-07-01,0,"Low"
"12694","CS2MET",260,1992-07-02,0,"Low"
"12695","CS2MET",260,1992-07-03,0,"Low"
"12696","CS2MET",260,1992-07-04,8.6,"Low"
"12697","CS2MET",260,1992-07-05,7.9,"Low"
"12698","CS2MET",260,1992-07-06,1.5,"Low"
"12699","CS2MET",260,1992-07-07,0,"Low"
"12700","CS2MET",260,1992-07-08,0,"Low"
"12701","CS2MET",260,1992-07-09,0,"Low"
"12702","CS2MET",260,1992-07-10,0,"Low"
"12703","CS2MET",260,1992-07-11,0,"Low"
